"survey","bush","state","edu","age","female","black","weight"
"9155",1,50,2,2,1,0,2378
"9155",0,24,3,1,0,0,1578
"9155",1,3,4,4,0,0,808
"9155",1,5,4,2,1,0,306
"9155",1,5,1,3,1,0,685
"9155",0,5,2,1,1,0,1735
"9155",1,24,3,2,1,0,290
"9155",1,6,3,1,0,0,1432
"9155",1,5,4,3,1,0,290
"9155",0,3,3,4,1,0,244
"9155",1,16,4,1,0,0,903
"9155",0,5,3,1,1,0,853
"9155",1,5,1,3,1,0,685
"9155",1,48,2,3,0,0,911
"9155",0,38,2,1,0,0,2589
"9155",0,5,3,2,1,1,340
"9155",0,29,2,3,1,0,1221
"9155",0,31,2,4,0,0,1696
"9155",1,5,2,1,0,0,1942
"9155",0,5,4,3,0,0,324
"9155",1,48,4,2,0,0,343
"9155",0,27,2,3,0,0,456
"9155",1,48,2,3,1,0,814
"9155",1,6,3,2,1,0,263
"9155",0,25,4,3,1,1,430
"9155",1,5,3,2,0,0,295
"9155",0,29,2,2,0,0,1207
"9155",0,5,4,2,0,0,343
"9155",0,48,4,2,0,0,686
"9155",0,5,4,4,0,0,1212
"9155",1,48,2,2,0,0,604
"9155",0,32,2,2,1,0,1079
"9155",1,31,1,3,1,0,801
"9155",1,5,3,2,1,0,263
"9155",1,47,4,2,1,0,704
"9155",0,5,2,3,1,0,814
"9155",1,33,4,2,1,0,717
"9155",1,5,4,3,0,0,324
"9155",0,33,3,2,0,0,690
"9155",1,5,4,3,0,0,648
"9155",0,5,3,1,1,1,1654
"9155",0,33,2,4,1,0,757
"9155",1,5,4,2,1,0,613
"9155",1,5,4,2,0,0,343
"9155",1,5,2,1,0,0,1942
"9155",0,5,3,4,1,0,487
"9155",1,43,2,1,1,1,1718
"9155",0,35,3,3,1,0,528
"9156a",0,22,4,2,0,0,925
"9156a",1,22,1,3,0,0,2225
"9156a",1,46,2,1,0,0,1831
"9156a",1,33,4,2,0,0,925
"9156a",0,33,3,2,0,0,940
"9156a",0,31,2,2,1,0,538
"9156a",1,6,4,2,1,0,634
"9156a",1,23,2,1,1,0,1794
"9156a",1,43,4,4,0,0,714
"9156a",0,18,2,3,1,0,829
"9156a",0,43,3,4,0,0,915
"9156a",1,23,3,2,0,0,765
"9156a",1,18,4,3,1,0,326
"9156a",0,36,3,4,0,0,300
"9156a",0,15,1,2,1,0,1723
"9156a",1,36,4,4,0,0,702
"9156a",1,18,1,1,1,0,1217
"9156a",0,44,4,1,1,1,873
"9156a",1,43,1,1,1,0,1217
"9156a",1,47,4,2,0,0,766
"9156a",1,34,2,3,0,0,1033
"9156a",1,23,3,1,0,0,1197
"9156a",0,34,2,1,1,0,1217
"9156a",0,25,2,2,1,0,890
"9156a",1,11,3,4,1,0,979
"9156a",0,43,2,2,0,0,1109
"9156a",1,14,4,2,0,0,752
"9156a",1,25,2,2,1,0,890
"9156a",0,36,2,4,1,0,1182
"9156a",0,21,1,4,0,1,1087
"9156a",0,5,2,2,0,0,1143
"9156a",0,10,1,4,0,0,749
"9156a",1,10,2,3,1,0,829
"9156a",0,38,1,4,0,0,1545
"9156a",1,47,2,2,1,0,890
"9156a",1,5,4,3,1,0,672
"9156a",1,34,2,2,1,0,890
"9156a",1,5,4,1,0,0,873
"9156a",1,10,3,4,1,0,245
"9156a",1,43,2,4,1,0,1203
"9156a",1,21,3,3,0,0,1083
"9156a",0,33,1,3,0,0,3337
"9156a",1,15,3,1,1,0,481
"9156a",1,36,2,3,1,0,1222
"9156a",0,7,1,4,1,0,727
"9156a",1,25,3,1,0,0,609
"9156a",1,5,3,4,1,0,505
"9156a",0,33,2,2,0,0,1340
"9156a",0,31,2,3,0,0,624
"9156a",0,33,2,4,1,0,727
"9156a",1,33,1,2,1,0,1059
"9156a",1,43,4,2,1,0,615
"9156a",1,11,2,2,0,0,1109
"9156a",1,43,3,2,1,0,625
"9156a",1,44,2,2,1,0,890
"9156a",0,33,4,3,0,0,491
"9156a",1,39,3,3,1,0,1051
"9156a",1,8,1,3,1,0,2956
"9156a",0,7,2,3,1,0,1002
"9156a",1,33,2,3,0,0,1248
"9156a",0,36,2,3,1,0,1222
"9156a",0,31,2,2,1,0,538
"9156a",0,36,4,3,1,0,320
"9156a",1,22,4,1,1,0,821
"9156a",1,33,4,2,0,0,925
"9156a",0,3,2,1,0,0,1563
"9156a",0,33,4,4,0,0,432
"9156a",1,39,4,1,0,0,1023
"9156a",1,21,4,3,1,0,326
"9156a",1,11,2,2,0,0,1109
"9156a",1,10,4,3,1,0,652
"9156a",1,18,2,1,1,0,1217
"9156a",1,47,4,1,0,0,1270
"9156a",0,34,3,4,1,0,245
"9156a",1,44,4,2,0,0,766
"9156a",0,10,4,1,1,0,680
"9156a",1,10,3,2,1,0,312
"9156a",1,47,2,4,0,0,1498
"9156a",0,23,4,2,0,0,752
"9156a",1,11,3,3,1,0,580
"9156a",1,47,4,4,0,0,357
"9156a",1,10,4,1,1,0,680
"9156a",1,43,3,2,1,0,625
"9156a",1,47,3,1,0,0,1218
"9156a",1,34,2,4,1,0,601
"9156a",0,36,3,2,0,0,382
"9156a",1,42,2,3,1,0,815
"9156a",1,23,2,1,1,0,1196
"9156a",1,23,4,3,1,0,481
"9156a",1,23,4,2,1,0,604
"9156a",1,10,2,3,0,0,1549
"9156a",0,10,2,3,1,0,829
"9156a",1,3,2,4,1,0,620
"9156a",0,19,4,3,0,1,1179
"9156a",0,5,2,4,1,0,620
"9156a",1,14,3,3,0,0,710
"9156a",0,18,1,3,1,0,1478
"9156a",1,38,4,4,1,0,672
"9156a",1,35,2,2,1,0,875
"9156a",1,21,3,1,0,0,1218
"9156a",0,21,1,3,1,1,949
"9156a",1,47,4,1,0,0,846
"9156a",0,11,2,3,1,0,414
"9156a",1,11,2,3,1,0,829
"9156a",1,31,4,2,0,0,925
"9156a",1,10,4,4,0,0,714
"9156a",1,15,2,3,1,0,1222
"9156a",0,15,2,4,1,0,1182
"9156a",1,33,4,3,1,0,788
"9156a",1,33,4,3,0,0,982
"9156a",1,31,3,3,1,0,700
"9156a",0,33,4,2,0,0,925
"9156a",1,22,2,3,1,0,1503
"9156a",0,22,2,3,0,0,1872
"9156a",1,31,2,2,1,0,1075
"9156a",0,10,2,4,1,1,1544
"9156a",0,41,1,2,1,1,2251
"9156a",1,41,2,2,1,0,2225
"9156a",1,36,3,1,1,0,2403
"9156a",0,15,2,3,1,0,611
"9156a",1,17,2,2,1,0,875
"9156a",1,22,2,4,1,0,727
"9156a",0,39,2,4,1,0,1453
"9156a",0,20,1,3,0,0,2225
"9156a",1,23,2,1,0,0,2234
"9156a",0,33,2,2,1,0,1613
"9156a",1,33,2,4,0,0,2716
"9156a",1,33,4,2,0,0,463
"9156a",0,23,3,3,1,0,1139
"9156a",1,24,2,4,0,0,1473
"9156a",1,23,2,2,1,0,1312
"9156a",1,23,2,1,0,0,1490
"9156a",0,36,4,4,1,1,823
"9156a",1,23,2,1,1,0,598
"9156a",1,23,3,1,0,0,1796
"9156a",1,50,3,2,0,0,1147
"9156a",0,28,2,3,0,0,1269
"9156a",0,33,2,3,0,0,624
"9156a",0,26,4,2,1,0,302
"9156a",0,33,4,3,1,0,394
"9156a",1,33,1,3,0,0,2225
"9156a",1,36,3,1,0,0,1197
"9156a",1,36,3,2,1,0,614
"9156a",1,15,4,3,0,0,399
"9156a",0,14,3,1,1,1,1234
"9156a",0,22,4,2,1,0,371
"9156a",0,26,2,2,1,0,875
"9156a",0,21,4,3,1,0,326
"9156a",0,36,3,2,0,0,765
"9156a",0,33,4,4,1,0,347
"9156a",1,36,2,2,0,0,1090
"9156a",0,14,3,1,1,0,481
"9156a",1,1,2,4,1,0,1203
"9156a",0,11,2,2,1,0,890
"9156a",1,23,3,1,1,0,961
"9156a",0,50,2,1,0,0,1490
"9156a",1,31,4,3,1,0,788
"9156a",0,4,2,4,1,0,1203
"9156a",0,33,2,4,1,0,1453
"9156a",1,28,3,2,0,0,765
"9156a",1,44,2,3,1,0,1243
"9156a",0,39,2,2,1,0,1075
"9156a",1,19,4,2,0,0,1148
"9156a",0,19,1,4,0,1,1336
"9156a",1,37,3,3,1,0,580
"9156a",0,43,2,3,1,0,829
"9156a",1,44,4,2,0,0,383
"9156a",1,44,3,3,1,0,580
"9156a",1,25,2,4,1,0,601
"9156a",0,19,4,2,1,1,395
"9156a",1,25,3,2,1,0,625
"9156a",0,15,2,4,0,1,1069
"9156a",1,37,1,2,0,0,1092
"9156a",1,47,3,4,1,0,489
"9156a",0,33,4,2,1,0,743
"9156a",0,4,1,4,0,0,1498
"9156a",0,50,3,1,1,0,961
"9156a",1,14,4,4,1,0,282
"9156a",0,16,2,2,1,0,875
"9156a",0,44,4,2,1,0,307
"9156a",1,44,3,2,0,0,778
"9156a",1,26,2,3,0,0,2030
"9156a",1,25,2,1,1,0,1217
"9156a",0,50,4,2,1,0,302
"9156a",1,21,2,1,0,0,1516
"9156a",0,50,2,2,1,0,875
"9156a",0,26,3,3,0,0,710
"9156a",1,14,3,2,1,0,614
"9156a",1,22,2,4,0,0,905
"9156a",0,43,2,2,0,1,2414
"9156a",0,37,1,4,1,0,601
"9156a",1,36,1,3,0,0,1809
"9156a",0,44,4,1,1,0,340
"9156a",0,47,3,4,1,0,245
"9156a",0,37,3,3,1,0,869
"9156a",1,10,4,2,1,0,307
"9156a",1,10,1,4,0,0,1498
"9156a",1,18,2,2,1,0,890
"9156a",1,34,3,3,1,0,580
"9156a",1,39,2,3,0,0,1248
"9156a",1,33,4,2,1,0,743
"9156a",0,36,4,2,1,0,302
"9156a",0,36,2,2,0,0,1090
"9156a",0,23,3,3,0,0,710
"9156a",0,36,1,4,0,0,1473
"9156a",0,11,1,3,1,0,739
"9156a",1,33,3,1,0,0,2944
"9156a",1,47,2,3,1,0,829
"9156a",0,22,4,2,0,0,925
"9156a",1,30,1,4,1,0,1453
"9156a",0,33,4,1,0,1,2227
"9156a",0,44,3,2,0,0,778
"9156a",1,33,4,2,1,1,954
"9156a",1,33,4,2,1,0,743
"9156a",0,14,3,3,0,0,355
"9156a",1,5,3,4,1,0,505
"9156a",0,36,4,3,1,0,320
"9156a",1,36,2,4,1,0,1182
"9156a",1,25,4,2,0,0,574
"9156a",0,44,2,3,0,0,1033
"9156a",1,33,3,2,0,0,940
"9156a",1,34,3,2,1,0,625
"9156a",1,31,3,2,1,0,377
"9156a",1,31,4,2,0,0,925
"9156a",1,31,2,1,1,1,2832
"9156a",1,33,2,3,1,0,2003
"9156a",1,39,3,1,1,0,1773
"9156a",1,33,4,2,0,0,463
"9156a",1,28,2,1,0,0,745
"9156a",1,33,4,2,0,0,925
"9156a",0,33,3,2,0,0,940
"9156a",0,33,2,4,1,0,1453
"9156a",0,33,4,2,1,0,371
"9156a",1,39,4,3,0,0,491
"9156a",1,22,2,2,1,0,1075
"9156a",0,36,2,4,1,0,591
"9156a",0,7,2,3,1,0,1002
"9156a",0,39,1,4,0,1,2628
"9156a",1,39,3,3,1,0,1051
"9156a",1,33,3,3,0,0,872
"9156a",0,44,1,3,0,0,1841
"9156a",1,15,2,2,0,0,1634
"9156a",1,33,3,2,0,0,470
"9156a",1,14,2,2,1,0,437
"9156a",1,23,2,1,1,0,1196
"9156a",1,23,2,2,0,0,1090
"9156a",1,23,2,1,0,0,1490
"9156a",0,23,4,2,0,0,752
"9156a",1,23,4,1,0,0,832
"9156a",1,43,1,2,0,0,5459
"9156a",0,40,2,4,0,0,1810
"9156a",1,33,2,2,1,0,1075
"9156a",1,10,3,4,1,0,734
"9156a",1,10,3,1,1,0,978
"9156a",1,25,4,1,1,0,1699
"9156a",1,31,2,2,1,0,1075
"9156a",1,1,2,3,0,0,1033
"9156a",1,50,4,1,1,0,668
"9156a",1,47,2,4,1,0,601
"9156a",0,18,1,2,0,0,2183
"9156a",0,5,4,3,1,0,1008
"9156a",1,44,2,2,1,0,1335
"9156a",0,5,4,2,1,0,634
"9156a",1,34,1,4,1,1,772
"9156a",1,11,4,2,1,0,615
"9156a",0,43,2,2,1,0,890
"9156a",0,49,2,3,1,0,829
"9156a",0,20,1,3,1,0,893
"9156a",1,50,4,1,0,0,832
"9156a",1,50,4,3,1,0,641
"9156a",1,4,2,1,1,0,1217
"9156a",1,47,3,2,0,0,778
"9156a",0,44,2,3,0,1,1499
"9156a",0,42,2,3,0,0,1015
"9156a",1,24,2,2,0,0,1090
"9156a",0,28,4,3,0,0,798
"9156a",0,23,4,1,0,0,832
"9156a",1,22,3,2,0,0,940
"9156a",1,24,4,3,0,0,798
"9156a",1,34,1,3,0,0,1841
"9156a",1,44,2,3,1,0,414
"9156a",1,39,2,3,1,0,1002
"9156a",0,7,2,3,1,0,1002
"9156a",0,22,4,2,0,0,925
"9156a",0,33,4,3,1,1,1012
"9156a",1,44,2,4,1,0,1203
"9156a",0,1,3,2,0,0,778
"9156a",1,37,4,3,0,0,812
"9156a",1,10,4,2,1,0,615
"9156a",1,4,2,4,0,0,1498
"9156a",1,15,3,3,1,0,285
"9156a",0,44,2,3,1,0,414
"9156a",1,44,2,2,1,0,890
"9156a",1,25,1,2,0,0,2183
"9156a",1,33,2,2,1,0,807
"9156a",0,7,3,1,1,0,1182
"9156a",1,35,3,1,0,0,1197
"9156a",0,15,4,1,1,1,858
"9156a",0,21,4,3,1,1,837
"9156a",1,35,4,2,0,0,752
"9156a",1,14,1,3,1,0,1453
"9156a",0,44,4,1,1,0,680
"9156a",1,1,2,1,1,0,1217
"9156a",1,31,3,3,1,0,350
"9156a",1,18,4,3,0,0,812
"9156a",0,33,3,1,1,0,1773
"9156a",1,15,2,2,0,0,1090
"9156a",0,11,3,3,0,0,1083
"9156a",1,35,3,3,1,0,570
"9156a",1,43,2,3,0,0,1033
"9156a",0,1,3,2,1,0,625
"9156a",0,39,4,2,1,0,743
"9156a",0,50,2,2,1,0,875
"9156a",0,44,4,3,1,1,419
"9156a",1,22,4,4,1,0,347
"9156a",1,33,4,4,0,0,925
"9156a",0,5,3,2,1,0,644
"9156a",1,44,3,3,1,0,580
"9156a",1,5,4,3,0,0,837
"9156a",0,44,4,1,1,0,680
"9156a",1,32,4,3,0,0,837
"9156a",0,43,2,3,0,0,1033
"9156a",1,45,4,3,0,0,837
"9156a",1,44,2,3,1,0,414
"9156a",0,44,3,2,1,0,625
"9156a",1,44,4,4,1,0,287
"9156a",1,10,3,1,1,0,978
"9156a",1,25,1,3,0,0,1841
"9156a",1,39,2,2,1,0,1075
"9156a",1,33,3,1,0,0,736
"9156a",0,44,3,2,0,0,778
"9156a",1,34,2,1,1,1,1562
"9156a",1,24,4,2,1,0,604
"9156a",1,28,3,2,1,0,614
"9156a",0,40,3,2,0,0,470
"9156a",1,31,4,3,0,0,1963
"9156a",0,33,2,2,1,0,1075
"9156a",1,25,1,2,0,1,1584
"9156a",0,44,2,3,1,0,829
"9156a",1,24,4,3,0,0,1198
"9156a",1,24,2,4,1,0,1182
"9156a",0,43,1,3,0,0,2761
"9156a",1,25,3,4,0,0,305
"9156a",1,39,1,3,0,0,2225
"9156a",0,8,4,3,0,1,1768
"9156a",0,24,2,2,0,0,1090
"9156a",0,15,4,3,0,0,798
"9156a",0,26,2,3,1,0,815
"9156a",1,10,3,2,1,0,625
"9156a",0,44,2,1,1,0,1217
"9156a",1,44,2,2,1,0,667
"9156a",0,39,2,4,1,0,1453
"9156a",1,36,2,3,0,0,2030
"9156a",1,14,3,3,1,0,570
"9156a",1,50,3,4,0,0,599
"9156a",1,19,3,1,1,0,978
"9156a",1,33,2,3,0,0,1248
"9156a",0,33,3,2,0,0,940
"9156a",0,33,4,2,0,0,925
"9156a",0,36,2,1,1,0,1196
"9156a",1,17,3,2,0,0,765
"9156a",0,14,2,4,0,0,1473
"9156a",1,4,3,1,1,0,1467
"9156a",0,44,2,3,0,1,2248
"9156a",1,44,1,3,1,0,739
"9156a",0,28,3,4,0,0,599
"9156a",1,24,1,4,1,0,591
"9156a",0,50,1,4,0,0,1473
"9156a",0,44,1,2,0,0,2183
"9156a",0,26,1,4,0,0,1473
"9156a",0,31,2,1,0,0,916
"9156a",0,35,3,3,1,0,854
"9156a",0,17,1,3,0,0,1809
"9156a",1,17,3,3,1,0,570
"9156a",1,14,4,1,1,0,1336
"9156a",1,45,4,2,1,0,634
"9156a",1,3,2,1,1,0,1881
"9156a",1,5,3,2,0,0,802
"9156a",1,48,3,2,1,0,322
"9156a",1,44,2,1,0,0,1516
"9156a",1,32,2,2,1,0,918
"9156a",0,33,2,4,1,0,2180
"9156a",1,5,2,4,0,0,772
"9156a",0,3,3,3,1,0,299
"9156a",1,6,2,4,1,0,1240
"9156a",0,36,4,3,0,0,399
"9156a",1,26,3,2,0,0,765
"9156a",0,14,4,3,0,1,579
"9156a",0,4,1,3,1,0,1478
"9156a",1,15,2,1,1,0,1196
"9156a",1,23,3,1,0,0,599
"9156a",1,23,4,3,0,0,798
"9156a",1,5,4,3,1,0,336
"9156a",0,17,2,3,0,0,1015
"9156a",1,11,2,3,1,0,414
"9156a",0,18,2,4,1,0,601
"9156a",0,44,3,1,1,0,978
"9156a",1,41,2,4,1,0,601
"9156a",1,5,2,3,1,0,641
"9156a",1,28,4,3,0,0,399
"9156a",1,24,2,3,1,0,407
"9156a",1,5,3,2,1,0,644
"9156a",0,26,2,3,1,0,815
"9156a",0,33,2,2,1,1,690
"9156a",1,42,4,2,1,0,604
"9156a",1,34,3,2,0,0,1556
"9156a",1,14,3,2,1,0,614
"9156a",1,34,2,3,0,0,1549
"9156a",0,33,4,2,0,0,925
"9156a",0,19,4,2,0,1,1111
"9156a",0,48,3,4,1,0,252
"9156a",1,3,3,1,0,0,1256
"9156a",0,5,3,3,0,0,744
"9156a",0,3,3,2,0,0,802
"9156a",0,48,1,1,1,0,1254
"9156a",0,48,2,4,1,0,1240
"9156a",1,5,2,2,0,0,571
"9156a",0,48,3,2,0,0,802
"9156a",0,5,4,3,0,0,1256
"9156a",1,5,4,1,0,0,873
"9156a",1,16,3,4,1,0,481
"9156a",0,5,2,1,0,0,1563
"9156a",0,48,2,2,1,0,918
"9156a",1,5,2,4,0,0,772
"9156a",0,5,3,1,1,0,1008
"9156a",0,5,3,3,0,0,744
"9156a",1,5,4,2,0,0,789
"9156a",1,5,1,4,1,0,1240
"9156a",0,32,2,1,1,0,1254
"9156a",0,5,4,2,1,0,634
"9156a",0,32,2,3,0,0,532
"9156a",1,32,2,4,0,0,1545
"9156a",1,5,4,2,1,0,634
"9156a",0,45,2,3,0,0,532
"9156a",0,6,3,1,1,0,1512
"9156a",1,5,2,2,0,0,1143
"9156a",0,5,4,2,1,0,634
"9156a",1,5,2,3,1,0,855
"9156a",1,38,2,4,1,0,620
"9156a",1,6,3,3,0,0,744
"9156a",0,44,3,2,0,1,1129
"9156a",0,50,2,2,1,0,875
"9156a",1,27,4,3,0,0,837
"9156a",1,15,2,2,0,0,1090
"9156a",0,5,4,2,0,0,395
"9156a",1,5,4,2,0,0,395
"9156a",0,38,3,2,0,0,802
"9156a",0,5,2,1,1,0,3763
"9156a",1,38,3,2,1,0,644
"9156a",0,5,4,2,0,0,789
"9156a",0,38,2,4,1,0,620
"9156a",0,5,3,1,1,0,1512
"9156a",1,5,3,1,1,0,1008
"9156a",1,50,2,2,1,0,1749
"9156a",0,24,3,1,0,0,1796
"9156a",1,3,4,4,0,0,737
"9156a",1,5,4,2,1,0,317
"9156a",1,5,1,3,1,0,762
"9156a",0,5,2,1,1,0,1881
"9156a",1,24,3,2,1,0,307
"9156a",1,6,3,1,0,0,1884
"9156a",1,5,4,3,1,0,336
"9156a",0,3,3,4,1,0,252
"9156a",1,16,4,1,0,0,832
"9156a",0,5,3,1,1,0,1008
"9156a",1,5,1,3,1,0,762
"9156a",1,48,2,3,0,0,1065
"9156a",0,38,2,1,0,0,3125
"9156a",0,5,3,2,1,1,413
"9156a",0,29,2,3,1,0,1282
"9156a",0,31,2,4,0,0,1810
"9156a",1,5,2,1,0,0,2344
"9156a",0,5,4,3,0,0,419
"9156a",1,48,4,2,0,0,395
"9156a",0,27,2,3,0,0,532
"9156a",1,48,2,3,1,0,855
"9156a",1,6,3,2,1,0,322
"9156a",0,25,4,3,1,1,419
"9156a",1,5,3,2,0,0,401
"9156a",0,29,2,2,0,0,1143
"9156a",0,5,4,2,0,0,395
"9156a",0,48,4,2,0,0,789
"9156a",0,5,4,4,0,0,1105
"9156a",1,48,2,2,0,0,571
"9156a",0,32,2,2,1,0,918
"9156a",1,31,1,3,1,0,893
"9156a",1,5,3,2,1,0,322
"9156a",1,47,4,2,1,0,615
"9156a",0,5,2,3,1,0,855
"9156a",1,33,4,2,1,0,743
"9156a",1,5,4,3,0,0,419
"9156a",0,33,3,2,0,0,940
"9156a",1,5,4,3,0,0,837
"9156a",0,5,3,1,1,1,1942
"9156a",0,33,2,4,1,0,727
"9156a",1,5,4,2,1,0,634
"9156a",1,5,4,2,0,0,395
"9156a",1,5,2,1,0,0,2344
"9156a",0,5,3,4,1,0,505
"9156a",1,43,2,1,1,1,1562
"9156a",0,35,3,3,1,0,570
"9156b",1,31,4,3,1,0,1182
"9156b",1,33,3,2,1,0,755
"9156b",1,39,1,4,0,0,905
"9156b",1,31,2,3,1,0,2003
"9156b",1,40,2,4,1,0,1453
"9156b",0,22,3,2,1,0,755
"9156b",0,22,4,1,0,0,767
"9156b",1,33,2,3,0,0,1872
"9156b",1,33,4,2,1,0,743
"9156b",1,39,2,2,0,0,1340
"9156b",0,33,4,4,0,0,432
"9156b",0,39,3,2,1,0,755
"9156b",0,33,2,2,1,0,1075
"9156b",0,39,3,4,1,0,591
"9156b",0,33,4,2,0,1,1343
"9156b",0,31,2,1,0,0,1831
"9156b",0,39,2,4,0,0,1810
"9156b",1,31,3,3,1,0,525
"9156b",1,39,1,1,1,0,1470
"9156b",0,39,1,3,0,0,2225
"9156b",1,39,4,3,0,0,1472
"9156b",1,31,2,1,0,0,2747
"9156b",1,39,3,4,0,0,368
"9156b",1,31,2,1,0,0,1831
"9156b",0,23,2,2,0,0,2179
"9156b",1,7,3,2,0,0,940
"9156b",1,33,4,4,1,0,693
"9156b",1,39,2,4,0,0,1810
"9156b",1,31,1,3,1,0,893
"9156b",1,7,2,1,1,0,2205
"9156b",0,39,2,3,1,0,1503
"9156b",1,33,2,3,0,0,1560
"9156b",0,31,4,3,1,1,506
"9156b",1,22,3,2,1,0,755
"9156b",0,39,3,2,0,0,940
"9156b",0,36,3,2,0,0,765
"9156b",1,31,2,3,1,0,1002
"9156b",0,31,4,1,0,0,511
"9156b",0,33,2,4,1,0,1453
"9156b",1,22,4,1,1,0,821
"9156b",1,17,4,3,1,0,641
"9156b",1,7,4,3,0,0,491
"9156b",1,39,2,3,1,0,1002
"9156b",0,33,2,3,0,0,624
"9156b",0,30,4,1,0,0,1023
"9156b",0,31,4,4,0,0,647
"9156b",0,22,4,2,1,0,743
"9156b",1,7,1,4,1,0,727
"9156b",1,39,2,3,1,0,1002
"9156b",1,36,4,4,0,0,702
"9156b",1,26,2,3,1,0,407
"9156b",1,14,2,2,1,0,875
"9156b",1,39,4,2,0,0,925
"9156b",0,31,3,4,1,0,887
"9156b",1,39,3,3,1,0,350
"9156b",1,33,4,1,1,0,1232
"9156b",1,42,4,2,1,0,302
"9156b",1,22,4,2,1,0,743
"9156b",1,33,4,1,0,0,511
"9156b",1,33,2,4,0,0,1810
"9156b",0,33,3,1,0,1,2137
"9156b",0,36,4,3,1,0,320
"9156b",0,50,2,3,1,0,2444
"9156b",1,33,4,3,1,0,394
"9156b",1,24,2,1,1,0,1196
"9156b",1,39,4,2,0,0,1850
"9156b",1,33,2,1,0,0,1831
"9156b",0,22,1,4,1,0,1453
"9156b",0,40,3,1,1,0,1182
"9156b",0,26,3,1,0,0,1197
"9156b",1,36,2,3,1,0,815
"9156b",0,23,1,4,1,0,591
"9156b",1,23,2,3,1,0,1630
"9156b",1,23,3,1,1,0,1442
"9156b",1,39,4,1,0,0,1023
"9156b",0,22,4,2,1,0,743
"9156b",1,33,2,3,1,0,1002
"9156b",0,33,1,3,1,0,893
"9156b",1,42,2,2,0,0,545
"9156b",1,50,4,2,1,0,906
"9156b",1,33,3,3,0,0,1745
"9156b",1,23,1,2,1,0,1723
"9156b",0,22,4,3,1,0,788
"9156b",0,36,2,2,1,0,437
"9156b",1,14,2,3,1,0,815
"9156b",1,15,2,3,1,0,815
"9156b",1,15,3,3,0,0,1419
"9156b",1,15,2,2,0,0,1090
"9156b",1,14,4,4,0,0,702
"9156b",1,50,2,2,1,0,875
"9156b",1,36,2,1,1,0,1196
"9156b",1,26,2,1,1,1,1535
"9156b",1,14,1,4,0,0,736
"9156b",1,24,2,2,1,0,875
"9156b",0,33,2,3,1,1,643
"9156b",0,14,2,4,1,0,1182
"9156b",1,24,3,4,1,0,241
"9156b",1,50,3,2,0,0,765
"9156b",1,33,2,2,1,1,1381
"9156b",0,16,2,4,1,0,591
"9156b",0,17,4,3,1,1,823
"9156b",1,15,2,2,0,0,817
"9156b",0,36,2,3,0,0,1015
"9156b",0,14,2,3,1,0,815
"9156b",0,50,4,3,0,0,399
"9156b",0,14,3,3,1,0,285
"9156b",0,36,1,4,0,0,1473
"9156b",0,36,3,2,1,0,614
"9156b",1,14,2,1,0,0,1490
"9156b",0,24,4,2,0,0,752
"9156b",1,15,2,3,1,0,815
"9156b",1,14,2,2,1,0,875
"9156b",0,26,4,4,1,0,282
"9156b",1,35,4,2,0,0,752
"9156b",1,1,1,2,1,0,1753
"9156b",0,44,3,3,1,0,580
"9156b",1,50,3,2,1,0,614
"9156b",1,14,2,2,1,0,875
"9156b",1,50,3,1,1,0,481
"9156b",0,9,4,2,0,0,766
"9156b",1,16,2,2,1,0,875
"9156b",1,33,1,2,0,0,2638
"9156b",0,42,2,2,0,0,1634
"9156b",0,47,2,2,1,0,445
"9156b",0,25,3,1,1,1,1884
"9156b",1,7,4,3,1,0,788
"9156b",1,16,3,2,1,0,614
"9156b",1,16,2,4,1,0,591
"9156b",0,23,3,1,1,0,1442
"9156b",0,23,2,3,1,0,815
"9156b",0,26,1,3,0,0,1809
"9156b",0,24,3,2,1,0,614
"9156b",0,50,4,2,1,0,604
"9156b",0,44,2,3,1,0,829
"9156b",0,23,2,2,1,0,875
"9156b",1,17,4,3,1,0,641
"9156b",1,23,3,2,1,0,614
"9156b",1,41,3,4,1,0,245
"9156b",0,42,2,2,1,0,437
"9156b",0,25,2,3,1,1,532
"9156b",0,37,2,1,0,0,1516
"9156b",0,18,3,3,1,0,290
"9156b",1,50,2,4,1,0,1182
"9156b",0,11,2,3,1,0,414
"9156b",0,47,1,1,0,0,1137
"9156b",1,26,2,1,1,0,1196
"9156b",1,41,2,3,0,0,1033
"9156b",0,23,1,2,0,0,2146
"9156b",0,36,2,3,1,0,815
"9156b",1,23,3,3,0,0,355
"9156b",1,44,2,2,1,0,890
"9156b",0,10,4,4,1,0,287
"9156b",0,15,2,4,1,0,591
"9156b",1,10,4,3,1,0,652
"9156b",1,36,2,2,1,0,875
"9156b",1,41,2,2,1,0,890
"9156b",0,36,2,1,1,0,1196
"9156b",0,14,3,3,0,0,355
"9156b",0,44,1,4,1,0,1203
"9156b",0,36,2,1,1,0,2989
"9156b",1,50,3,2,0,0,765
"9156b",1,49,2,4,1,0,1203
"9156b",1,34,4,2,0,0,383
"9156b",1,41,4,3,0,0,812
"9156b",0,42,2,3,0,0,507
"9156b",1,21,4,3,1,0,652
"9156b",0,26,2,4,1,0,591
"9156b",1,10,2,2,1,0,445
"9156b",1,47,2,1,0,0,2273
"9156b",0,14,1,1,0,0,1490
"9156b",1,41,1,4,1,0,902
"9156b",0,37,1,4,1,0,601
"9156b",0,47,2,2,1,0,1335
"9156b",0,50,1,4,1,0,1182
